Date,Australia,Nethelands,Germany,Canada,Hong_Kong,France ,Belgium,US,Japan ,Spain,Sweden ,UK,Italy,Singapore,Thailand,Chile,Brazil,Argentina,Russia,Turkey,Portugal,Finland,South Africa,Indonesia,Venezuela
1/1/2009,3540.70,248.60,4338.35,8694.90,13278209961.00,2973919922.00,1900089966.00,825880005.00,7994.05,8450.40,617.38,4149.64,121.11,4211.72,437.69,2549.46,39300.79,1077.09,624.90,259.34,6438.19,1448.80,18519.77,1332.67,65337.55
2/1/2009,3344.50,219.81,3843.74,8123.02,12811570313.00,2702479980.00,1696579956.00,735090027.00,7568.42,7620.90,640.39,3830.09,111.40,4022.83,431.52,2468.63,38183.31,1019.29,666.05,240.27,6003.75,1266.21,16514.30,1285.48,66106.68
3/1/2009,3582.10,216.98,4084.76,8720.39,13576019531.00,2807340088.00,1748739990.00,797869995.00,8109.53,7815.00,653.04,3926.14,133.24,4093.52,431.50,2478.94,40925.90,1125.95,772.93,257.65,6174.74,1272.38,18441.62,1434.07,67504.11
4/1/2009,3780.50,240.76,4769.45,9324.83,15520990234.00,3159850098.00,1953349976.00,872809998.00,8828.26,9038.00,763.89,4243.71,125.24,3965.41,491.69,2670.78,47289.50,1275.25,920.35,316.52,6755.70,1596.81,18514.32,1722.77,65282.71
5/1/2009,3818.00,259.45,4940.82,10370.07,18171000000.00,3277649902.00,2071370117.00,919140015.00,9522.50,9424.30,776.50,4417.94,112.64,3674.26,560.41,3100.42,53197.70,1587.21,1123.38,350.03,7223.90,1651.31,20605.38,1916.83,64768.77
6/1/2009,3954.90,254.71,4808.64,10374.91,18378730469.00,3140439941.00,2030979980.00,919320007.00,9958.44,9787.80,795.80,4249.21,121.80,3727.44,597.48,3090.50,51465.50,1587.97,971.55,369.49,7110.88,1602.21,19819.52,2026.78,64079.49
7/1/2009,4244.00,283.17,5332.14,10787.15,20573330078.00,3426270020.00,2169139893.00,987479980.00,10356.83,10855.10,882.05,4608.36,105.31,3455.92,624.00,3226.20,54765.70,1719.87,1053.30,426.41,7292.99,1749.35,21855.80,2323.24,65158.40
8/1/2009,4479.10,296.27,5464.61,10868.21,19724189453.00,3653540039.00,2364949951.00,1020619995.00,10492.53,11365.10,904.84,4908.90,106.79,3335.31,653.25,3175.18,56489.00,1781.89,1091.98,465.51,7828.32,1896.82,22388.89,2341.54,62141.95
9/1/2009,4743.60,311.35,5675.16,11394.96,20955250000.00,3795409912.00,2485620117.00,1057079956.00,10133.23,11756.10,896.76,5133.90,127.78,3683.64,717.07,3372.86,61517.90,2075.14,1197.20,479.10,8474.95,1926.10,22284.39,2467.59,61316.01
10/1/2009,4643.20,302.36,5414.96,10910.75,21752869141.00,3607689941.00,2392719971.00,1036189941.00,10034.74,11414.80,944.67,5044.55,137.27,3506.43,685.24,3314.45,61545.50,2115.76,1237.18,471.85,8341.42,1845.48,23655.66,2367.70,58345.37
11/1/2009,4701.40,305.90,5625.95,11447.20,21821500000.00,3680149902.00,2421290039.00,1095630005.00,9345.55,11644.70,936.19,5190.68,128.03,3364.82,689.07,3255.32,67044.40,2147.25,1284.95,453.50,8253.96,1903.13,24357.77,2415.84,56153.91
12/1/2009,4870.60,335.33,5957.43,11746.11,21872500000.00,3936330078.00,2511620117.00,1115099976.00,10546.44,11940.00,951.72,5412.88,135.83,3340.84,734.54,3581.42,68588.40,2320.73,1370.01,528.25,8463.85,2032.59,24996.97,2534.36,59306.35
1/1/2010,4569.60,327.90,5608.79,11094.31,20121990234.00,3739459961.00,2505199951.00,1073869995.00,10198.04,10947.70,953.71,5188.52,148.38,3555.74,696.55,3808.96,65401.80,2298.55,1419.42,546.51,7927.31,2057.18,24041.26,2610.80,55075.68
2/1/2010,4637.70,317.74,5598.46,11629.63,20608699219.00,3708800049.00,2514870117.00,1104489990.00,10126.03,10333.60,947.39,5354.52,146.83,3384.20,721.37,3827.44,66503.30,2221.38,1332.64,497.05,7559.17,2071.79,23994.59,2549.03,53353.68
3/1/2010,4875.50,344.22,6153.55,12037.73,21239349609.00,3974010010.00,2648459961.00,1169430054.00,11089.94,10871.30,1021.08,5679.64,145.16,3232.66,787.98,3763.12,70371.50,2373.71,1450.15,565.38,8102.15,2246.04,25833.44,2777.30,50791.82
4/1/2010,4807.40,345.91,6135.70,12210.70,21108589844.00,3816989990.00,2560989990.00,1186689941.00,11057.40,10492.20,1053.89,5553.29,152.93,3261.34,763.51,3865.45,67529.70,2396.27,1436.04,589.59,7408.45,2248.71,25629.93,2971.25,50337.01
5/1/2010,4429.70,320.70,5964.33,11762.99,19765189453.00,3507560059.00,2453370117.00,1089410034.00,9768.70,9359.40,980.63,5188.43,143.65,3082.79,750.43,3886.86,63046.50,2203.60,1332.62,543.85,7072.01,2100.78,24157.99,2796.96,50524.13
6/1/2010,4301.50,316.81,5965.52,11294.42,20128990234.00,3442889893.00,2386530029.00,1030709961.00,9382.64,9263.40,1005.93,4916.87,130.87,3192.06,797.31,4065.29,60935.90,2185.01,1309.31,548.39,7065.65,2094.53,23294.83,2913.68,45702.10
7/1/2010,4493.50,330.64,6147.97,11713.43,21029810547.00,3643139893.00,2517300049.00,1101599976.00,9537.30,10499.80,1047.26,5258.02,120.69,2763.00,855.83,4364.15,67515.40,2394.16,1397.12,598.67,7371.79,2231.87,25224.60,3069.28,44544.03
8/1/2010,4404.20,316.47,5925.22,11913.86,20536490234.00,3490790039.00,2457459961.00,1049329956.00,8824.06,10187.00,1011.70,5225.22,126.64,2776.46,913.19,4525.01,65145.50,2336.89,1368.90,599.73,7394.15,2209.93,24127.05,3081.88,43125.09
9/1/2010,4582.90,334.39,6229.02,12368.65,22358169922.00,3715179932.00,2589729980.00,1141199951.00,9369.35,10514.50,1087.71,5548.62,113.73,2242.07,975.30,4795.38,69429.80,2643.42,1440.30,657.74,7507.57,2414.67,26154.31,3501.30,44239.09
10/1/2010,4661.60,337.23,6601.37,12676.24,23096320313.00,3833500000.00,2679070068.00,1183260010.00,9202.45,10812.90,1089.32,5675.16,96.05,1930.25,984.46,4912.53,70673.30,3007.41,1523.39,687.60,8082.76,2450.09,27053.68,3635.32,43674.30
11/1/2010,4584.40,327.41,6688.49,12952.88,23007990234.00,3610439941.00,2506129883.00,1180550049.00,9937.04,9267.20,1107.05,5528.27,89.54,1780.57,1005.12,4956.96,67705.40,3261.49,1565.52,653.51,7322.89,2430.28,26844.52,3531.21,37247.99
12/1/2010,4745.20,354.57,6914.19,13443.22,23035449219.00,3804780029.00,2578600098.00,1257640015.00,10228.92,9859.10,1155.57,5899.94,104.07,2004.10,1032.76,4927.53,69304.80,3523.59,1687.99,660.04,7588.31,2628.48,28639.40,3703.51,35441.74
1/1/2011,4753.90,360.75,7077.48,13551.99,23447339844.00,4005500000.00,2638699951.00,1286119995.00,10237.92,10806.00,1147.21,5862.94,122.63,2125.43,964.10,4673.07,66574.90,3593.13,1723.42,632.78,7819.12,2676.66,28145.34,3409.17,35090.08
2/1/2011,4831.70,369.13,7272.32,14136.50,23338019531.00,4110350098.00,2707090088.00,1327219971.00,10624.09,10850.80,1128.66,5994.01,114.55,2003.19,987.91,4444.57,67383.20,3455.65,1777.84,612.84,7995.16,2601.08,29077.83,3470.35,34457.18
3/1/2011,4837.90,365.62,7041.31,14116.10,23527519531.00,3989179932.00,2662169922.00,1325829956.00,9755.10,10576.50,1134.87,5908.76,121.30,2066.44,1047.48,4624.47,68586.70,3388.03,1813.59,644.35,7753.45,2637.82,29037.48,3678.67,35637.10
4/1/2011,4823.20,359.94,7514.46,13944.79,23720810547.00,4106919922.00,2768340088.00,1363609985.00,9849.74,10878.90,1162.84,6069.90,158.30,2918.05,1093.56,4822.50,66132.90,3406.02,1741.84,692.50,7677.82,2637.40,29564.28,3819.62,37969.01
5/1/2011,4708.30,349.44,7293.69,13802.88,23684130859.00,4006939941.00,2687709961.00,1345199951.00,9693.73,10476.00,1151.36,5989.99,185.08,3430.28,1073.83,4847.87,64620.10,3250.91,1666.30,630.46,7556.86,2522.89,29274.06,3836.97,40708.14
6/1/2011,4608.00,339.65,7376.24,13300.87,22398099609.00,3982209961.00,2572580078.00,1320640015.00,9816.09,10359.90,1115.23,5945.71,193.19,3760.88,1041.48,4795.28,62403.60,3360.64,1666.59,632.69,7323.78,2392.73,28551.82,3888.57,39758.13
7/1/2011,4424.60,329.17,7158.77,12945.63,22440250000.00,3672770020.00,2427090088.00,1292280029.00,9833.03,9630.70,1065.97,5815.19,203.05,3795.16,1133.53,4425.98,58823.50,3321.85,1705.18,622.96,6895.39,2185.11,27857.91,4130.80,37259.15
8/1/2011,4296.50,292.93,5784.85,12768.70,20534849609.00,3256760010.00,2267879883.00,1218890015.00,8955.20,8718.60,954.63,5394.53,228.21,4104.48,1070.05,4288.32,56495.10,2964.79,1546.05,539.46,6320.08,2033.42,27682.28,3841.73,34672.81
9/1/2011,4008.60,280.18,5502.02,11623.84,17592410156.00,2981959961.00,2131280029.00,1131420044.00,8700.29,8546.60,910.17,5128.48,233.48,4114.39,916.21,3888.58,52324.40,2463.63,1366.54,596.93,5891.06,1853.21,26375.82,3549.03,37681.96
10/1/2011,4298.10,307.50,6141.34,12252.06,19864869141.00,3242840088.00,2139179932.00,1253300049.00,8988.39,8954.90,990.44,5544.22,222.05,3895.53,974.75,4327.25,58338.40,2905.54,1498.60,560.61,5870.12,2027.15,29019.06,3790.85,35056.37
11/1/2011,4119.80,299.68,6088.84,12204.11,17989349609.00,3154620117.00,2073949951.00,1246959961.00,8434.61,8449.50,979.36,5505.42,226.51,3828.01,995.33,4161.29,56875.00,2562.85,1499.62,545.18,5536.32,1997.73,29429.88,3715.08,34596.14
12/1/2011,4056.60,312.47,5898.35,11955.09,18434390625.00,3159810059.00,2083419922.00,1257599976.00,8455.35,8566.30,987.85,5572.28,226.45,3681.75,1025.32,4177.53,56754.10,2462.63,1402.23,512.67,5494.27,1942.06,28469.81,3821.99,35229.22
1/1/2012,4262.70,318.47,6458.91,12452.15,20390490234.00,3298550049.00,2206800049.00,1312410034.00,8802.51,8509.20,1036.34,5681.61,250.73,4212.70,1083.97,4260.75,63072.30,2787.17,1514.03,571.71,5325.05,2093.47,30176.19,3941.69,37903.65
2/1/2012,4298.50,324.25,6856.08,12644.01,21680080078.00,3452449951.00,2275860107.00,1365680054.00,9723.24,8465.90,1101.76,5871.51,254.38,4222.70,1160.90,4535.60,65811.70,2648.22,1597.67,607.21,5580.52,2243.63,30546.69,3985.21,38126.75
3/1/2012,4335.20,323.51,6946.83,12392.18,20555580078.00,3423810059.00,2324050049.00,1408469971.00,10083.56,8008.00,1074.48,5768.45,259.94,4583.08,1196.77,4671.28,64511.00,2683.99,1517.34,624.23,5556.81,2209.10,29603.42,4121.55,39173.56
4/1/2012,4396.60,308.30,6761.19,12292.69,21094210938.00,3212800049.00,2208439941.00,1397910034.00,9520.89,7011.00,1059.62,5737.78,251.23,4389.89,1228.49,4585.77,61820.30,2271.86,1473.50,600.10,5233.86,2087.76,30364.59,4180.73,36662.65
5/1/2012,4076.30,290.09,6264.38,11513.21,18629519531.00,3017010010.00,2093560059.00,1310329956.00,8542.73,6089.80,975.98,5320.86,241.74,3928.65,1141.50,4318.16,54490.40,2256.74,1306.42,550.99,4513.38,1836.31,29201.90,3832.82,39699.66
6/1/2012,4094.60,307.31,6416.28,11596.56,19441460938.00,3196649902.00,2227629883.00,1362160034.00,9006.78,7102.20,1019.06,5571.15,242.53,4126.81,1172.11,4400.10,54354.60,2346.68,1387.52,625.43,4697.96,1871.67,29638.01,3955.58,42127.99
7/1/2012,4269.20,326.47,6772.26,11664.71,19796810547.00,3291659912.00,2274840088.00,1379319946.00,8695.06,6738.10,1068.16,5635.28,249.06,4088.35,1199.30,4227.56,56097.10,2400.31,1407.02,642.60,4688.08,1947.74,30386.61,4142.34,39698.12
8/1/2012,4316.10,329.28,6970.79,11949.26,19482570313.00,3413070068.00,2345689941.00,1406579956.00,8839.91,7420.50,1043.93,5711.48,254.81,4048.49,1227.48,4155.68,57061.50,2408.38,1422.91,673.68,4998.86,1994.91,31172.74,4060.33,39520.68
9/1/2012,4387.00,323.18,7216.15,12317.46,20840380859.00,3354820068.00,2373330078.00,1440670044.00,8870.16,7708.50,1072.45,5742.07,261.75,3884.67,1298.79,4230.42,59175.90,2451.73,1458.26,663.97,5202.76,2036.21,31518.32,4262.56,43363.32
10/1/2012,4517.00,330.76,7260.63,12422.91,21641820313.00,3429270020.00,2369209961.00,1412160034.00,8928.29,7842.90,1052.11,5782.70,243.78,3747.40,1298.87,4266.35,57068.20,2323.39,1425.70,725.29,5355.96,2052.30,33008.20,4350.29,48945.67
11/1/2012,4506.00,336.55,7405.50,12239.36,22030390625.00,3557280029.00,2436949951.00,1416180054.00,9446.01,7934.60,1085.85,5866.82,238.75,3550.66,1324.04,4139.99,57474.60,2419.30,1405.97,730.59,5256.38,2145.59,33872.69,4276.14,50533.71
12/1/2012,4649.00,342.71,7612.39,12433.53,22656919922.00,3641070068.00,2475810059.00,1426189941.00,10395.18,8167.50,1104.73,5897.81,240.42,3530.79,1391.93,4301.38,60952.10,2854.29,1474.72,782.08,5655.15,2210.02,34795.50,4316.69,43965.85
1/1/2013,4878.80,354.35,7776.05,12685.24,23729529297.00,3732600098.00,2520350098.00,1498109985.00,11138.66,8362.30,1169.18,6276.88,240.12,3399.78,1474.20,4552.40,59761.50,3462.42,1546.76,787.83,6201.43,2295.03,36103.45,4453.70,52233.68
2/1/2013,5104.10,340.53,7741.70,12821.83,23020269531.00,3723000000.00,2569169922.00,1514680054.00,11559.36,8230.30,1199.40,6360.81,235.15,3209.70,1541.58,4558.46,57424.30,3048.55,1486.04,793.34,5987.71,2350.89,35254.76,4795.79,43113.17
3/1/2013,4966.50,348.10,7795.31,12749.90,22299630859.00,3731419922.00,2592189941.00,1569189941.00,12397.91,7920.00,1201.19,6411.74,223.43,3002.48,1561.06,4432.14,56352.10,3380.78,1438.57,858.99,5822.09,2324.36,35259.10,4940.99,38163.31
4/1/2013,5191.20,351.39,7913.71,12456.50,22737009766.00,3856750000.00,2643419922.00,1597569946.00,13860.86,8419.00,1198.99,6430.12,214.92,2774.71,1597.86,4292.14,55910.40,3845.94,1385.88,860.46,6248.52,2315.85,34068.00,5034.07,35392.58
5/1/2013,4926.60,363.38,8348.84,12650.42,22392160156.00,3948590088.00,2649360107.00,1630739990.00,13774.54,8320.60,1214.77,6583.09,215.08,2692.31,1562.07,4191.26,53506.10,3489.43,1350.17,859.90,5939.43,2346.21,37599.86,5068.63,35356.57
6/1/2013,4802.60,344.59,7959.22,12129.11,20803289063.00,3738909912.00,2526110107.00,1606280029.00,13677.32,7762.70,1151.00,6215.47,206.75,2634.14,1451.90,4029.67,47457.10,2976.27,1330.46,762.95,5556.88,2220.67,35051.49,4818.90,34230.54
7/1/2013,5052.00,369.81,8275.97,12486.64,21883660156.00,3992689941.00,2662679932.00,1685729980.00,13668.32,8433.40,1234.07,6621.06,205.04,2630.10,1423.14,3732.54,48234.50,3357.86,1375.79,733.77,5721.46,2318.61,36843.05,4610.38,30747.27
8/1/2013,5135.00,362.93,8103.15,12653.90,21731369141.00,3933780029.00,2673419922.00,1632969971.00,13388.86,8290.50,1214.35,6412.93,206.52,2568.20,1294.30,3628.73,50011.80,3935.89,1364.65,663.94,5807.76,2379.75,37863.93,4195.09,30270.60
9/1/2013,5218.90,374.92,8594.40,12787.19,22859859375.00,4143439941.00,2802270020.00,1681550049.00,14455.80,9186.10,1259.60,6462.22,209.53,2815.83,1383.16,3823.85,52338.20,4783.77,1462.82,744.87,5953.51,2630.54,39449.84,4316.18,31194.16
10/1/2013,5425.50,391.92,9033.92,13361.26,23206369141.00,4299890137.00,2904350098.00,1756540039.00,14327.94,9907.90,1283.52,6731.43,202.58,2658.53,1442.88,3912.44,54256.20,5165.09,1510.21,776.20,6245.84,2745.18,40658.55,4510.63,30882.46
11/1/2013,5320.10,396.55,9405.30,13395.40,23881289063.00,4295209961.00,2870889893.00,1805810059.00,15661.87,9837.60,1307.71,6650.57,197.31,2597.67,1371.13,3789.06,52482.50,5718.68,1479.35,757.48,6537.77,2816.36,40169.32,4256.44,28299.33
12/1/2013,5352.20,401.79,9552.16,13621.55,23306390625.00,4295950195.00,2923820068.00,1848359985.00,16291.31,9916.70,1332.95,6749.09,195.08,2529.94,1298.71,3699.19,51507.20,5391.03,1504.08,678.02,6558.85,2835.17,41482.39,4274.18,25119.59
1/1/2014,5190.00,386.85,9306.48,13694.94,22035419922.00,4165720215.00,2891250000.00,1782589966.00,14914.53,9920.20,1304.45,6510.44,184.68,2395.80,1274.28,3439.41,47639.00,6018.65,1454.45,618.58,6696.67,2718.70,40586.73,4418.76,20394.83
2/1/2014,5404.80,398.54,9692.08,14209.59,22836960938.00,4408080078.00,3096909912.00,1859449951.00,14841.07,10114.20,1369.13,6809.70,176.81,2306.81,1325.33,3718.88,47094.40,5784.39,1444.71,625.53,7379.76,2922.03,42771.61,4620.22,19992.69
3/1/2014,5394.80,403.21,9555.91,14335.31,22151060547.00,4391500000.00,3129939941.00,1872339966.00,14827.83,10340.50,1364.97,6598.37,173.32,2215.93,1376.26,3772.76,50414.90,6373.82,1369.29,697.36,7607.55,2843.44,42996.63,4768.28,19651.74
4/1/2014,5489.10,400.55,9603.23,14651.87,22133970703.00,4487390137.00,3089800049.00,1883949951.00,14304.11,10459.00,1364.39,6780.03,187.00,2307.12,1414.94,3909.64,51626.70,6782.01,1306.01,738.72,7456.91,2842.35,43804.68,4840.15,20769.36
5/1/2014,5492.50,407.21,9943.27,14604.16,23081650391.00,4519569824.00,3159100098.00,1923569946.00,14632.38,10798.70,1402.08,6844.51,184.07,2285.72,1415.73,3903.81,51239.30,7712.23,1432.03,792.90,7112.91,2954.60,44641.55,4893.91,19702.21
6/1/2014,5395.70,413.15,9833.07,15146.01,23190720703.00,4422839844.00,3127209961.00,1960229980.00,15162.10,10923.50,1376.81,6743.94,183.04,2410.62,1485.75,3875.73,53168.20,7887.33,1476.38,784.89,6802.20,2920.18,45969.81,4878.58,20561.79
7/1/2014,5632.90,404.29,9407.48,15330.74,24756849609.00,4246140137.00,3098739990.00,1930670044.00,15620.77,10707.20,1379.87,6730.11,175.47,2239.41,1502.39,3875.44,55829.40,8187.99,1379.61,821.57,5979.49,2927.48,46222.43,5088.80,21595.64
8/1/2014,5625.90,413.13,9470.17,15625.73,24742060547.00,4381040039.00,3192719971.00,2003369995.00,15424.59,10728.80,1388.89,6819.75,175.86,2197.30,1561.63,3996.63,61288.20,9817.30,1400.71,803.13,5942.78,2938.18,45630.44,5136.86,22493.91
9/1/2014,5292.80,421.14,9474.30,14960.51,22932980469.00,4416240234.00,3221399902.00,1972290039.00,16173.52,10825.50,1403.00,6622.72,179.89,2197.68,1585.67,3943.56,54116.00,12548.99,1411.07,749.38,5740.50,2939.29,44160.31,5137.58,25089.14
10/1/2014,5526.60,411.32,9326.87,14613.32,23998060547.00,4233089844.00,3157149902.00,2018050049.00,16413.76,10477.80,1412.84,6546.47,188.64,2202.82,1584.16,3850.97,54628.60,11019.43,1488.47,805.80,5222.13,2929.02,44384.99,5089.55,28977.07
11/1/2014,5313.00,425.86,9980.85,14744.70,23987449219.00,4390180176.00,3287909912.00,2067560059.00,17459.85,10770.70,1461.34,6722.62,189.68,2215.86,1593.91,3991.78,54724.00,9808.60,1533.68,861.69,5176.14,3041.41,44205.76,5149.89,30388.61
12/1/2014,5411.00,424.47,9805.55,14632.44,23605039063.00,4272750000.00,3285260010.00,2058899902.00,17450.77,10279.50,1464.55,6566.09,183.89,2200.45,1497.67,3850.96,50007.40,8579.02,1396.61,857.21,4798.99,2988.08,43969.96,5226.95,29303.14
1/1/2015,5588.30,450.39,10694.32,14673.48,24507050781.00,4604250000.00,3530310059.00,1994989990.00,17674.39,10403.30,1573.62,6749.40,188.22,2163.08,1581.25,3836.73,46907.70,8490.46,1647.69,889.46,5144.55,3260.69,45111.03,5289.40,29952.18
2/1/2015,5928.80,483.93,11401.66,15234.34,24823289063.00,4951479980.00,3714439941.00,2104500000.00,18797.94,11178.30,1691.03,6946.66,174.86,2101.85,1587.01,3983.72,51583.10,9601.61,1758.97,841.48,5689.70,3446.15,47161.83,5450.29,29306.54
3/1/2015,5891.50,489.41,11966.17,14902.44,24900890625.00,5033640137.00,3725820068.00,2067889893.00,19206.99,11521.10,1667.73,6773.04,162.37,2043.15,1505.94,3916.92,51150.20,10837.23,1626.18,808.46,5968.53,3507.47,46016.98,5518.67,29618.87
4/1/2015,5790.00,487.85,11454.38,15224.52,28133000000.00,5046490234.00,3674179932.00,2085510010.00,19520.01,11385.00,1628.04,6960.63,153.86,2028.89,1526.74,4043.45,56229.40,12050.19,1688.34,839.47,6094.68,3344.51,48195.48,5086.42,30111.62
5/1/2015,5777.20,493.56,11413.82,15014.09,27424189453.00,5007890137.00,3708659912.00,2107389893.00,20563.15,11217.60,1644.99,6984.43,145.76,1933.51,1496.05,4045.62,52760.50,10800.86,1609.19,829.81,5839.50,3375.11,46285.65,5216.38,27263.38
6/1/2015,5459.00,472.58,10944.97,14553.33,26250029297.00,4790200195.00,3574699951.00,2063110107.00,20235.73,10769.50,1541.66,6520.98,146.88,1908.94,1504.55,3897.10,53080.90,11656.81,1654.55,822.50,5551.94,3254.48,46141.59,4910.66,25611.18
7/1/2015,5699.20,495.23,11308.99,14468.44,24636279297.00,5082609863.00,3762639893.00,2103840088.00,20585.24,11180.70,1615.64,6696.28,150.36,1859.29,1440.12,3870.35,50864.80,11101.02,1669.00,799.10,5715.61,3396.80,46557.26,4802.53,25285.17
8/1/2015,5207.00,445.03,10259.46,13859.12,21670580078.00,4652950195.00,3463120117.00,1972180054.00,18890.48,10259.00,1501.07,6247.94,146.73,1834.15,1382.41,3840.21,46625.50,11032.87,1733.17,752.10,5261.15,3102.35,44350.11,4509.61,25405.73
9/1/2015,5021.60,421.14,9660.44,13306.96,20846300781.00,4455290039.00,3344500000.00,1920030029.00,17388.15,9559.90,1416.89,6061.61,147.99,1884.11,1349.00,3685.18,45059.30,9814.62,1642.97,742.05,5047.29,2966.85,44881.18,4223.91,25879.34
10/1/2015,5239.40,462.12,10850.14,13529.17,22640039063.00,4897660156.00,3600199951.00,2079360107.00,19083.10,10360.70,1499.23,6361.09,146.43,1923.23,1394.94,3827.99,45868.80,12461.25,1711.53,794.09,5468.69,3289.39,48317.45,4455.18,26579.69
11/1/2015,5166.50,469.52,11382.23,13469.83,21996419922.00,4957600098.00,3760889893.00,2080409912.00,19747.47,10386.90,1536.05,6356.09,151.30,1932.23,1359.70,3655.30,45120.40,12972.14,1771.05,752.33,5350.36,3468.92,46329.56,4446.46,27484.76
12/1/2015,5295.90,441.82,10743.01,13009.95,21914400391.00,4637060059.00,3700300049.00,2043939941.00,19033.71,9544.20,1446.82,6242.32,149.68,1911.06,1288.02,3680.21,43350.00,11675.18,1761.36,717.27,5313.17,3359.38,45797.30,4593.01,27956.14
